section;entree;nature;sous_entree;traduction_ewe
D;désaveu;m;;gbegbé, nusesê
D;désavouer;vt;;gbe nu, se nu, ka mo na ame
D;;;q.;gblê ame di
D;descendant;m;;megbemegbevi
D;;;chez q.;dze ame gbo
D;;;de cheval;di le so dzi
D;désemplir;vt;;de nu le nu me
D;désenchaîner;vt;;de ka, de ga ame
D;désert;m;;gbedzi, alifo, gbedadafo
D;déserter;vt;;gblê ame di
D;;;(à la guerre);si awa
D;déserteur;m;;awasila, sila
D;désespoir;m;;dzigbagbâ, dzidodobubu
D;déshabiller;vt;;de awu le nuti na ame, de awu ame nu
D;désherber;vt;;rilô gbe
D;déshériter;vt;;gbe domenyinyi na ame
D;déshonneur;m;;m&bumabu, nukpe
D;déshonorer;vt;;do vlo ame, sukpa ame
D;désigner;vt;;fia dzesi
D;désinfecter;vt;;yo nu
D;désintéressement;m;;gomemakpomakpo
D;désir;m;;dzidzi, dzodzo, vo
D;désirer;vt;;dzi nu, biâ nku de nu nu
D;désistement;m;;dokuidede le nu nu
D;désoler;vt;;ve dome na ame
D;désordre;m;;wunyavCunya, basabasa
D;désorganisation;f;;gbegblê
D;désormais;adv;;tso fifi heyina
D;despote;m;;riutasêdzidula, nutasêla
D;despotisme;m;;riutasesê
D;dessaisir;vt;;tso nu le ame si
D;despotiquement;adv;;nutasêtoe
D;dessécher;vt;;yiro, îu nu, wo nu wô aîu
D;desseller;vt;;de sokpa da
D;dessein;m;;tamedodo
D;dessert;m;;numedenu
D;desservir;vt;;îo nuwo le kplô dzi
D;dessin;m;;tata
D;dessiner;vt;;ta nu
D;dessous;m;;anyinu, gome
D;dessous;adv;;le nu te, le nu gome, dome
D;dessus;adv;;le nu dzi, dzi, dziîo
D;destin;m;;aklamâ, dzogbe, afâ, kpa
D;destination;f;;deîe, doîe
D;destiner;vt;;do nu
D;;;qc. à q.;do nu na ame
D;destituer;vt;;de nu da
D;;;q. de son emploi;de ame da le do me
D;destitution;f;;dededa
D;désunion;f;;mamâ, dekamavomavo
D;désunir;vt;;gblê amewo dome
D;détachement;m;;gbegbe, asidede le nu nu
D;détacher;vt;;de ka nu nu, lu nu
D;detail;m;;nya dekadeka
D;détailler;vt;;ma, ka, îli nu dekadeka
D;détenir;vt;;lé nu de asi
D;détériorer;vt;;gblê nu, nyi nu
D;déterminer;vt;;wu nu nu, do tame, do nu anyi
D;;;d'avance;do nu anyi di
D;déterrer;vt;;ku nu, de nu, ho nu
D;détester;vt;;lé îu nu, tsri nu (ame)
D;détour;m;;totro, — adanudui, adariudodo
D;;;du;chemin mo îe totro, mo fohlâ, (godô mo)
D;;;d'argent;agbadudu
D;détourner;vt;;tro nu tso nu gbo
D;;;q. de son devoir;de ame da le do gbo, do kuvia
D;;;le sens;tro nya fe gome
D;;;les yeux;de nku da, de mo da
D;détraquer;vt;;gblê nu, toto nu
D;détremper;vt;;de tsi nu, da nu
D;;;de la chaux;da akalo
D;détriment;m;;nuveviwpwo, gbegblê, bubu
D;détroit;m;;fuhahefe
D;détrônement;m;;îiazikpuihoho le ame si, îiadede le ame dzi
D;détrôner;vt;;de ame le îiazikpui dzi, de fia le ame dzi
D;détruire;vt;;mû nu îu anyi, tsyrô nu
D;deuil;m;;konyifâfâ, funyinyi, lutu
D;;;à-;eve kple eve
D;dévaliser;vt;;da adzo, tso nu adzui, ha nu ame si
D;devancer;vt;;le ngogbe na ame, dze (gbo) ame
D;devant;adv;;rigo, ngogbe, le nu ngo
D;dévaster;vt;;tsyrô nu, gblê nu
D;développement;m;;tsitsi, nyuiedzedze, dzedze
D;développer;vt;;wo nu woadze nyuie, tsi de dzi
D;déverser;vt;;bi, bo, via, ku nu, dze
D;dévêtir;vt;;de awu di
D;déviation;f;;totro, motatra, mobubu
D;dévier;vt;;tra, dze de aga dzi, tra mo, tra le nu dzi
D;dévider;vt;;îilo nu, mlo nu me
D;dévidoir;m;;ata, agbako
D;devin;m;;afakala, nukala, bokonua, bokono
D;dévisager;vt;;kpp ame dû
D;dévisser;vt;;tro nu le nu nuti
D;dévoiler;vt;;klo nu, de nu le nu dzi, de nu fia
D;dévoilement;m;;nudedefia
D;devoir;m;;dowgna, do
D;devoir;vt;;nyi îè le ame si
D;dévorer;vt;;du nu, mi nu
D;dévoûment;m;;dokuitsgtsg na
D;diable;m;;abosam, légba
D;diacre;m;;diakono
D;diadème;m;;îiakuku
D;dialecte;m;;gbegbggblg
D;dialogue;m;;asemkaka le ame eve dome, ame eve fe dzedodo
D;diamant;m;;kpe hoasi, lotamekpe
D;diamètre;m;;îli le nu titina, titreme
D;dictateur;m;;dzidula
D;dicter;vt;;y g nya na ame be woanlg
D;dictionnaire;m;;nyawoggmedegbalê, gbesela
D;diffamation;f;;ameriulïlï, amegomedudu, amenko gbegblê
D;diffamateur;m;;amegomedula, amenulïla, amenko-gblêla
D;diffamer;vt;;lï ame nu, fo ade di ame, du ame
D;différer;vt;;to vovo
D;différence;f;;vovo, vovototo
D;différencier;vt;;de vovototo nuwo me
D;différend;m;;vovototo, — avu, dzrè
D;différer;vt;;to vovo
D;difficulté;f;;nu sesê, nya sesê
D;difformité;f;;manyomanyo, nonome gbegblê
D;diffusion;f;;nukaka
D;digérer;vt;;fâ (nu) le do me, fafâ
D;digestion;f;;îafa le do me
D;dignité;f;;bùbu, gânyenye, wudodo
D;digue;f;;anyikpo le îu alo tosisi nu
D;dilacérer;vt;;vuvu nutilâ na ame, vuvu, dzi
D;dilapidation;f;;ahedada nu, agbadudu
D;dilapider;vt;;da ahe, du agba
D;dilatation;f;;kekeme, numehehe, kekededzi
D;dilater;vt;;kaka, keke nu de dzi
D;dilection;f;;lolô
D;diligence;f;;veviedonu, adivewowo, nuteîewowo, kpakpladzinono
D;dimanche;m;;kwasidagbe
D;;;des Ramaux;adefôwoho kwasidagbe
D;dimension;f;;lolome
D;;;vt;de nu le nu nu, kika nu ka
D;diminution;f;;wëwowo, nudede
D;dinde;f;;dokuno
D;dindon;m;;doku, dokutsu
D;dîner;m;;ndo me nududu, ndonu
D;diocèse;m;;episkopo îe dzidufe
D;diplôme;m;;-dasegbalê, dasedigbalê
D;dire;vt;;gblo nu, be, to, tsi, ka, lu
D;;;qc. à q.;gblo nya na ame
D;;;toute sa pensée;gblo nya îa
D;directeur;m;;nunola, dzikpola, nua
D;dirigeable;m;;yamewu
D;diriger;vt;;fia mo, kplo, fia, do ta
D;discerner;vt;;de vovo nuwo me
D;discipliner;vt;;he ame
D;discontinuer;vt;;dzudzo nuwowo
D;discorde;f;;dzrê, nyavviwli, avùwowo
D;discours;m;;nufofo, nyagbogblo
D;discrédit;m;;nkogbegblè
D;discréditer;vt;;fo ga de ame ta, do nukpe ame, ta ame, sukpa ame
D;discrétion;f;;tamebubu, vvudodo, nyalélé de dome
D;discussion;f;;dikeke, nufofo le nu nu
D;discuter;vt;;ke di, fo nu le nu nu, lé nya kpo
D;disette;f;;donoli, hiâhiâ, ziâziâ, nuvegi
D;disgrâce;f;;amenumavemave, amenumadzemadze
D;disjoindre;vt;;ma nu da, de nu le nu nu
D;disloquer;vt;;to, ka nu, kaka nu
D;dispensaire;m;;atikedzrafe
D;dispense;f;;mokeke, monana, gbenana
D;dispenser;vt;;ma nu na ame, de nu ko na ame
D;disperser;vt;;kaka nu, wu nu, ka nu, hlê nu
D;disposer;vt;;do nu anyi, dzra nu do
D;disposition;f;;dodo, ememamâ
D;dispute;f;;dikeke, nyahehe
D;disqualifier;vt;;wo nu wôazu manyomanyo
D;dissemblance;f;;vovototo, madimadi
D;disséminer;vt;;wu nu, kaka nu
D;dissension;f;;nyavviwli, gbemanodeka
D;dissimilitude;f;;vovototo
D;dissimulation;f;;alakpanuwowo
D;dissipation;f;;tamebubususu, tamemanoafideka
D;dissipateur;m;;nugula
D;dissiper;vt;;da ahe, gu nu
D;dissolution;f;;nyinyi, mamâ. * dissonance î gbemasomaso
D;dissoudre;vt;;de nu da
D;dissuader;vt;;hlô nu ame, gbe nu
D;distinguer;vt;;de vovo nuwo me
D;distraire;vt;;na ame îe tamesusu nadzo le nu dzi
D;distribuer;vt;;ma nu na ame
D;district;m;;anyigba fe akpa deka
D;dito;adv;;eyake, emake
D;diversité;f;;vovototo, bubu fomevi
D;divertir;vt;;do modzeanyi na ame, de modzaka na ame, do
D;diviser;vt;;ma nu me, do nu vovovo, tso nu
D;division;f;;mâ, numamâ
D;divorce;m;;srôgbegbe
D;divulguer;vt;;kaka nya, de gbe îâ, gbâ nya de amewo dome, divulgation î nukaka, gbefâdede
D;docilité;f;;tododo, tonusese
D;docteur;m;;atikewola, doyola
D;doctrine;f;;nufiafia
D;document;m;;dasedigbalê, dodokpogbalê, nyadede-fiagbalê
D;dogme;m;;nufiafia le Mawu nuti
D;doigt;m;;asi, asibide, alovi
D;petit-doigt;m;;asi kotoe, asi kotoeto. 1) pouce, 2) index, 3) doigt du milieu, 4) annu-laire, 5) auriculaire : 1) adegblêfetsu
D;dol,;m;;amebeble, ayevôdodo
D;doléance;f;;hiahiâ, a konyifaîa
D;dollar;m;;Amerika ga : frâ atô, dola
D;domaine;m;;nu, asimenu, nukpokpo
D;dôme;m;;mawuho gâ
D;domesticité;f;;subolawo, subovinyenye
D;domestique;m;;subola
D;domestiquer;vt;;mlâ la
D;domicile;m;;afe, amenofe, anyinofe
D;domination;f;;dzidudu
D;dominer;vt;;du (nu) ame dzi
D;domino;m;;fefe ade
D;dommage;m;;nugbegblê, bubu
D;domptement;m;;lâmamlâ
D;dompter;vt;;mlâ la
D;dompteur;m;;lâmlâla
D;don;m;;nunana, nukeke
D;donateur;m;;nunala
D;donjon;m;;gahome
D;donner;vt;;na. Vocabulaire don — dos donner qc
D;;;de;Pargent na ga ame
D;;;une permission à q.;na mo ame
D;;;en échange;tso nu dado li
D;;;sa vie pour q.;sa vo dokui de ame ta
D;;;à têter un enfant :;na no devi
D;;;du courage à q.;de dzi fo na ame
D;;;des enfants à q.;dzi viwo na ame
D;;;de Pombre;do vovôli
D;;;contre;kli, to, tu, fo nu, yru
D;;;droit;de mo na ame
D;;;la faute à q.;bu fo ame
D;;;une mauvaise réputation à q.;gblê ame fe nko
D;;;son assentiment;lô de nya dzi
D;;;des louanges;kafu ame
D;;;la main à q.;na asi ame
D;;;contre un arbre;kli ati
D;;;dans le sens de q.;wo deka kple ame
D;;;de Pépée;dza yi ame
D;;;sur les doigts à q.;fo asibide na ame
D;dont;pr;;amesi, si
D;dorénavant;adv;;tso egbe fe nkeke
D;dorer;vt;;fa sika de nu nu
D;dorloter;vt;;wo vivi na ame
D;;;à la maison;do ho me
D;;;à la belle étoile;do hehenu
D;dortoir;m;;anyimlofe
D;dos;m;;me, megbe, tume
D;;;(appui);medefe
D;doter;vt;;wo srônu, wo sanu
D;douane;f;;adzohofe, dênu
D;douanier;m;;adzohola, dênunola
D;doubler;v;;wo nu wôazu eve, wo fo kpli
D;doublure;f;;avo dede awu îe dome
D;doucement;adv;;blewu, dododo
D;doute;m;;adikadodo, dikeke
D;;;au toucher;boboe, bidibidi
D;;;au goût;vivi, lé ade
D;;;à l'ouie;dze to, vivi
D;doyen;m;;amehoho
D;dragée;f;;kpetike.'
D;dragon;m;;da gâ
D;drame;m;;fefe
D;drap;m;;avo, awu, do
D;;;de;lit abadzivo
D;drapeau;m;;aflaga
D;drapérie;f;;avo, awu
D;dresser;vt;;fo nu, fo nu de tsitre
D;;;des animaux;mlâ là
D;droguiste;m;;atikewola, amâtsiwola
D;droit;m;;nu dzodzoe, dzodzo
D;;;d'aînesse;ngogbevinyenye
D;dromadaire;m;;kposo kpodeke
D;duc;m;;amegâ, tato, dzidula ade
D;duel;m;;ame eve îe avvawowo
D;dupe;m;;bometsila, abuneto
D;duper;vt;;ba, ble, îlu, taîu ame
D;durcir;vt;;wo nu woasênu, sênu
D;;;de;caractère nlomiwowo
D;duvet;m;;heîu boboe, yevukpakpaheîu
D;dynastie;f;;fia fe kome, fia fe fome
D;dynamite;f;;du sesê ade
E;dysentérie;f;;sisinyenyê, sisi, wunyenyê
E;eau;f;;tsi
E;;;sale;tsi blit
E;;;baptismale;Mawutsi
E;;;bénite;tsi kgkge
E;;;douce;tsi nyiïie, tsi vivi
E;;;saumâtre;dzetsi, tsi vudui
E;;;stagnante;tsi tsokpo
E;eau-de-vie;f;;ahasesê
E;s'ébahir;v;;ame îe mo wo y à
E;ébauche;f;;tata
E;ébaucher;vt;;ta nu, kpa nu, lâ nu
E;ébène;f;;atiyi, dzeti yibo, wuyi
E;éblouir;vt;;du nkume na ame, klë de nku na ame
E;éblouissement;m;;beble, motatra, nkume dudu
E;éboulement;m;;mumû dze anyi, anyidzedze
E;ébrancher;vt;;tso alodze di, lâ alodze da
E;ébranlement;m;;dzodzo, wawâ
E;ébranler;vt;;\va nu, nyamâ, dzobo nu
E;ébruiter;vt;;do nya, de gu nu, kaka nya de amewo dome
E;s'ébruiter;v;;do amewo fe to me, de du
E;ébullition;f;;tsi fe fiefie
E;écaille;f;;tsro, akpatsa. (s*)
E;écale;f;;tsro. 146 éca — éch écarlate a dzê, biâ dzê
E;écarquiller;vt;;dra nu, ke nu me
E;écart;m;;agayiyi, totro
E;écarter;vt;;ka nu me, dra nu, de nu da
E;;;les jambes;ke ata me
E;;;ecclésiastique;a hameto
E;ecclésiastique;m;;mawununola
E;échafaud;m;;agba
E;échafaudage;m;;agba
E;échaias;m;;ati
E;échanger;vt;;do li nu, do nu, dudo nu, do adzo
E;échantillon;m;;kpodenu
E;échappement;m;;sisi, dzodzo
E;;;des mains des ennemis;si le îutowo si me
E;;;à;un danger si de edokui, ge le afoku si me
E;écharpe;f;;awudziblanu
E;échauder;vt;;îiâ nu, bo nu
E;échauffer;vt;;fu dzo, wo nu dzodzui
E;échéance;f;;azâ
E;échec;m;;bubu , anyidzedze, dzimadumadu
E;échelle;f;;atrakpui, atsrue, lia
E;échellon;m;;atrakpui fodofe
E;écheveler;vt;;vu, vuvu da
E;échevin;m;;anyidila, dumegâ
E;échine;f;;beglê, megbeîu
E;écho;m;;gbegbugbodi, gbedidi
E;échoppe;f;;agbado
E;;;(bâteau);vvu lo kpe, vtfu ha
E;éclabousser;vt;;di ba de ame dzi
E;éclair;m;;dzikedzo, kedzo, so, agblâ
E;éclairage;m;;dzosisi, keklê
E;éclaircir;vt;;si dzo, ko
E;éclairer;vt;;si dzo, na keklê ame
E;éclat;m;;didi
E;;;de rire;wu nukoko
E;;;en sanglots;fie avi
E;éclipse;f;;viviti
E;;;de soleil;ge doviviti
E;;;de lune;gleti dowusrâ, ge le gleti
E;écluse;f;;tsimohenu
E;école;f;;suku, nusrôfe
E;écolier;m;;sukuvi, sukudela
E;éconduire;vt;;nyâ ame do go
E;économe;m;;nudzikpola
E;économiser;vt;;kpo aïe dzi,, do nuhee enu
E;écorcer;vt;;de tsro nu nu, de akpa nu nu
E;écorcher;vt;;ko la, godo, tre golo, kuko nu, ti-tre nu
E;écorchure;f;;kuko, dzedze, bodede
E;écorcheur;m;;lâkola
E;écosser;vt;;wlo (dzro) nu me, klê nu, de tsro nu nu
E;écoulement;m;;dzidzi, dudu
E;;;de marchandises;asitsanu fe afokpekpe
E;écouler;vt;;dzi, dudu, si (tsi, \vu)
E;;;ses marchandises;asitsanu kpe aîo, (kpe asi), dze asi dzi
E;s'écouler;v;;tsa,, si, mie
E;écourter;vt;;kpa nu ta, tso
E;écouter;vt;;do to
E;;;à toutes les portes :;zo amewo dome
E;écraser;vt;;gbâ nu, miâ nu
E;écrémer;vt;;kpa nu le nu ngo, kpa nyinotsingo 'mi
E;s'écrier;v;;do gli, do afa
E;écrin;m;;adakavi nyuie
E;écrire;vt;;nlo nu
E;;;une lettre à q.;nlo leta do de ame
E;écrit;m;;nunonlo
E;écriture;f;;nunonlo, asinu, asinunonlo. P-sainte nunonlo kokoe, biblia
E;écrivara;m;;nunlola, agbalêwola
E;écrouer;vt;;de ame gaho me
E;écroulement;m;;nenedeme
E;écu;m;;dzesi
E;écueil;m;;aga, tomekpe
E;écume;f;;fu, flu îutukpg, fluko
E;;;(enlever l'écume);ha, alo kpa futukpo le nu ngo-
E;écurer;vt;;tutu, sia nu, kpala nu me
E;;;la vaisselle;kpala agbawo me
E;écureuil;m;;ado, kadzidoe
E;écurie;f;;lâho, lâkpo
E;écusson;m;;dzesi
E;écuyer;m;;awawonutsola, sodola
E;s'édenter;v;;bu adu, adu tu le nu me na ame
E;édicter;vt;;de se, do se
E;édification;f;;kpodenu nyuie nana
E;édifice;m;;ho gâ, hotutu gâ
E;édifier;vt;;tu ho, na kpodenu nyuie ame
E;édit;m;;sé, sedede
E;éditer;vt;;rilo agbalë
E;éditeur;m;;agbalë tala
E;édredon;m;;nugbanu, abadzivo
E;éducateur;m;;ame hela
E;éducation;f;;ame hehe
E;éduquer;vt;;he ame
E;effacer;vt;;tutu nu
E;effaroucher;vt;;do nodzi na ame
E;effectuer;vt;;wo nu
E;effet;m;;wowo, dowowo, nu, nusê
E;effeuiller;vt;;de amakpavvo le ati nu, flo angba le ati nu. Parbre est effeuillé ati la lu he
E;effigie;f;;tata, nonometata
E;s'effiler;v;;to de me, dè ka
E;effleurer;vt;;de asi nu liu, de fe nu
E;efflorescence;f;;seïofo
E;effluve;f;;sisi
E;effondrement;m;;mumû, nene de me
E;s'effondrer;v;;ne de eme, gbâ, mû
E;s'efforcer;v;;dze agbagba, wo adive, de atri, tsa asi anyi
E;effort;m;;agbagbadzedze, adivéwowo, veviedodo-nu, atridede
E;effrayer;vt;;do vovô na ame
E;effroi;m;;vovô, nodzi, vo didi,, vo dzidzi
E;effronterie;f;;amemabumabu, nyadada de ame gbo
E;effusion;f;;nukoko kokodi
E;;;de;tendresse vividodo
E;égaler;vt;;so nu
E;égaliser;vt;;dzo nu, so nu kpo
E;égalité;f;;soso, dzodzo
E;égard;m;;amebùbu
E;égarement;m;;motatra, mobubu
E;;;d'esprit;adawadizedze, tametoto
E;égarer;vt;;kplo ame bu, flu ame, kplo ame yi de motatra dzi
E;s'égarer;v;;bu mo, tra mo, trè mo, tre
E;égayer;vt;;do modzeanyi na ame
E;église;f;;Mawuho
E;egoïsme;m;;dokuilolô
E;égoïste;m;;dokuilôla
E;égorger;vt;;tso hlo
E;égout;m;;tsimo, towu
E;égratigner;vt;;de fe, da fetsu ame, ku kpanya
E;égrener;vt;;de kutsetse le nu nu
E;;;son chapelet;do Rosario da
E;égruger;vt;;gbâ bli
E;éjaculation;f;;gbekpuidododa
E;éjection;f;;nu îufu gbe
E;élaguer;vt;;lâ alodzewo da
E;élan;m;;dzodzo, hehe
E;élancer;vt;;go, fu
E;s'élancer;v;;lû, lulû, go de nu nu
E;élargir;vt;;lolo nu de dzi, keke nu de dzi
E;élargissement;m;;lolo de dzi
E;électeur;m;;ametiala, ametsiala
E;élément;m;;gomedzenu, nu gbâ to
E;éléphant;m;;atiglinyi
E;éléphantiasis;m;;zubo, zubododo
E;élévage;m;;nyinyi
E;élévation;f;;kokodedzi, anyikpo
E;élève;m;;sukuvi,, nusrôla
E;éléver;vt;;ho, ko nu de dzi
E;;;la voix;ko gbe de dzi
E;s'éléver;v;;tsitre de nu nu
E;éliminer;vt;;de nu de aga
E;élire;vt;;tia nu
E;élite;f;;ame tiatiawo, ame nyuietowo
E;éloge;m;;kafukaîu
E;éloignement;m;;dzidzime, dzidzife
E;éloigner;vt;;de nu da, he le ame gbo
E;s'éloigner;v;;dzo, te dzi, dzo ame gbo
E;éloquence;f;;adedzodzo, nunyafofo
E;élu;m;;ame tiatia, ame kokoe
E;élucider;vt;;de nu gome
E;éluder;vt;;te da le adanu me
E;émanciper;vt;;wo ame wôazu dokuisinola
E;emballage;m;;nubabla, babla
E;emballer;vt;;bla agba, do agba
E;embarcadère;m;;klini
E;embarquement;m;;Wudodo
E;embarquer;vt;;de nu Wu me
E;s'embarquer;v;;do \vu, de Wu
E;embarras;m;;nuhaha, ziaziâ, mohehe, mimido
E;;;pécuniaire;kododo
E;embarrasser;vt;;he mo na ame, haha ame do. (être)
E;embauchage;m;;amedodro
E;embaucher;vt;;da ame, dro ame, bo apa ame, to agbate ame
E;embaumer;vt;;si atike We\ve na ame
E;embellir;vt;;do atsyô na nu
E;embellissement;m;;atsyôdodo
E;d'emblée;adv;;zi deka
E;emblème;m;;dzesi, nonome
E;emboîter;vt;;de nu go me, tso nu de adaka me
E;embonpoint;m;;kpedidi, lâmekpokpo, kaklâ, lolo
E;embouchure;f;;nù
E;embranchement;m;;alo, alodzedze
E;embrasement;m;;dzobibi
E;embraser;vt;;do dzo, dra dzo, de dzo me
E;embrassement;m;;asikpakpla ko
E;embrasser;vt;;kpla asi ko na ame, dze ko dzi na ame
E;;;(entourer);fo hlâ nu, kpe nu do, tu nu
E;;;le parti- de q.;de ame dzi, ho de akpa dzi
E;;;le christianisme;tro zu kristoto
E;embrouiller;vt;;toto, nyamâ
E;embrouillement;m;;toto, nyamânyamâ
E;embryon;m;;îu, îugboe
E;embuscade;f;;ha, hadede, hatsotso
E;émerveiller;vt;;ku nu na ame, wo nuku na ame
E;s'émerveiller;v;;ame îe mo wo yâ
E;émettre;vt;;do nu da, de nu fia, di nu
E;;;une opinion;de ame îe susii fia» émeute î zi, zitoto
E;émeuter;vt;;de zi ame dome
E;émietter;vt;;gudu nu, ka nu
E;;;du pain dans l'eau;îâ abolo de tsime
E;emigrant;m;;dutayila
E;émissaire;m;;ame dodo
E;emménager;vt;;wu yi home
E;emmener;vt;;kplo ame yi, tso nu yi
E;emoi;m;;ziîoîo
E;émolument;m;;fetu, adzo
E;émonder;vt;;là alodzewo di
E;émousser;vt;;tsi nu kpo
E;émouvoir;vt;;wa nu
E;empailler;vt;;de golo nu, lo gbe de nu nuti
E;empaqueter;vt;;bla nu
E;s'emparer;v;;lé nu, ho nu kple sesê
E;empêchement;m;;mohenu, nuhehe, nusikanu
E;empêcher;vt;;he nu, tsi tre de nu nu, klo nu
E;empereur;m;;fiagâ
E;empiler;vt;;li ko nu
E;empire;m;;îiadufe. I-des morts tsiêfe
E;emplacement;m;;noîe
E;emplâtre;m;;atike sisi akalo sisi
E;emploi;m;;dowona, nutidowowo, zâzâ
E;employé;m;;dowola
E;employer;vt;;wo nu riuti do, do, dro ame, zâ mu
E;;;tous les moyens;dze agbagba
E;employeur;m;;donala, doto
E;empocher;vt;;lo nu de kotoku me
E;empoigner;vt;;lé nu, tso nu de asi me
E;empoisonnement;m;;dzodudu ame, adidede nu me*
E;empoisonner;vt;;de adi nu me, du dzo ame
E;empoisonneur;m;;dzoduameto
E;emportement;m;;dziku, domedzui
E;emporter;vt;;tso nu yi, de nu da
E;;;de haute lutte;ho nu kple sesê. V-sur q
E;s'emporter;v;;dze agbo, do domedzui
E;;;des pas;aîodoîe, afotefe
E;empressement;m;;veviedodonu, abladede
E;s'empresser;v;;de abla, wa, do vevie nu
E;emprisonnement;m;;gamedede, lélé
E;emprisonner;vt;;lé ame, de ame gaho me
E;emprunt;m;;gadodo, wotsui dodo, nugege, nudodo
E;emprunter;vt;;do ga, do wotsui, ge nu
E;emprunteur;m;;nugela, nudola, gadola
E;émule;m;;nuwlila, asitsutp
E;;;Pan ...;le îe
E;en-bas;adv;;anyi, Tanyigba
E;encadrer;vt;;de nu ati me
E;encadrement;m;;nutofofo
E;encager;vt;;de hevi hadza me
E;encan;m;;awusiawu, agbandzodzadzra
E;enceindre;vt;;de to de nu nu, îo hlâ, to kpo de nu nu
E;enceinte;f;;kpototo
E;encens;m;;lifi, kotoklobo
E;encenser;vt;;da dzo, mê lifi
E;encensement;m;;liîimêmê
E;encensoir;m;;dzodanu
E;enchainer;vt;;de ga, bla ame kple kosokoso
E;enchaînement;m;;gadede
E;enchantement;m;;dzodudu, adzelele
E;enchanter;vt;;le adze, du dzo, de kunya, dze ame nu nuto
E;enchanteur;m;;dzoduameto, dzodula
E;enchâsser;vt;;fo nu to
E;enchérir;vt;;lia nuwo îe asi, da asi de nu dzi
E;enchérissement;m;;asidada da nu dzi
E;enclos;m;;kpo, kpototo
E;;;en;bois adzralakpo
E;enclore;vt;;to, to kpo
E;;;un jardin;to abo
E;enclume;f;;zukpe
E;encombrement;m;;mohehe
E;encombrer;vt;;he mo, do agba ma nu
E;encore;adv;;hâ, ga
E;encouragement;m;;dzidefo
E;encourager;vt;;lé dzi de fo na ame
E;encourir;vt;;ge de nu me
E;encre;f;;inki, nunlotsi
E;encrier;m;;inkegoe
E;s'endetter;v;;de fe, de doku îe me, îe le àme nu
E;endommager;vt;;gblê nu, gbâ nu
E;endommagement;m;;nugbegblê, nugbagba
E;endormir;vt;;na ame nado alô
E;;;la douleur;îa veve nu
E;endosser;vt;;do awu, nlo nko de nu dzi
E;endroit;m;;teîe, nofe
E;enduire;vt;;si ano
E;endurcir;vt;;wo nu wôasesê
E;endurcissement;m;;dzimesesê
E;endurer;vt;;ku kutre, gbo dzi di
E;énerver;vt;;wo lame gbodzo
E;enfant;m;;devi
E;;;trouvé;ameîgfo
E;;;gâté;tenuwola, vidula, devi gbegblê
E;;;prodigue;vinutsu bubû
E;;;de;choeur missasubovi
E;;;de deux lits;foîovi, dadavi
E;enfantement;m;;vidzidzi
E;enfanter;vt;;dzi vi
E;enfantillage;m;;devinuwowo
E;enfer;m;;dzome
E;enfermer;vt;;lé ame de ho me, do wo de nu nu
E;s'enfermer;v;;tu dokui de ho me
E;enfiler;vt;;to nu de nu nu, de ka abi me
E;;;des perles;to dzonu
E;enfin;adv;;mloeaba, vovoe
E;enflamner;vt;;do dzo, dra dzo, le dzi de îo na ame
E;s'enflammer;v;;bi dzo, dze dzo
E;;;de colère;do domedzui, bi dzi
E;enfler;vt;;te, ho, dzi dru
E;enflure;f;;nutete, nuteame, nuîoîo
E;enfoncer;vt;;îo nu de nu me, klâ, tu, nyê nu
E;;;qc. en terre;îo nu de to
E;s'enfoncer;v;;yi to, nyrô
E;enfouir;vt;;de nu do me, de nu to
E;enfreindre;vt;;da nu dzi
E;s'enfuir;v;;dzo, si
E;enfumer;vt;;yo, yu, yiyi nu
E;engagement;m;;dodro
E;engager;vt;;tso, kpe ame, wo be
E;engeance;f;;viwo, îomevi, lânyinyi
E;engendrer;vt;;dzi vi
E;engin;m;;mô, azâ, kpâ, ayè
E;engloutir;vt;;mi nu
E;s'engloutir;v;;ku vuvo, dze ti yi to
E;engrais;m;;lâwo îe nududu
E;engraisser;vt;;klâ, da ami
E;engraver;vt;;lilo nu de ga dzi
E;s'enhardir;v;;do dzi
E;en-haut;adv;;dzi, le dzi
E;énigme;f;;adzododo, glitoto
E;enivrer;vt;;mû ame
E;s'enivrer;v;;mû aha
E;enjamber;vt;;da ata, gbo nu dzi
E;enjoindre;vt;;de se na ame, ku nya de tome na ame
E;enjouement;m;;dzidzokpoko, plasiwowo
E;enlacer;vt;;kpla, hatsa nu de nu nu, de ka nu
E;enlèvement;m;;dededa, nukoko, tètèyi
E;enlever;vt;;tso nu yi, de nu da, ko nu da, ho nu le ame si, klo nu
E;;;un pot du feu;lô ze
E;s'enliser;v;;yi to de ke me
E;ennemi;m;;futo, fuléla, keto, kèléla. Vocabulaire II enn — ent
E;ennui;m;;modzaka, nkumekaka, dgmeveve
E;enquête;f;;nyaggme kùkù
E;ennuyer;vt;;na be ame f e mo dzaka, de fu na ame
E;s'ennuyer;v;;nu ti ame
E;énoncer;vt;;gblo nya, de gbe îâ
E;s'enraciner;v;;li ke, de ke, to ke
E;enrager;vt;;do dziku na ame
E;enregistrer;vt;;nlo nu de agbalê me, de dzesi nu
E;enrouement;m;;gbe me haha
E;s'enrhumer;v;;wodi tso ame, kpe îo ame
E;enrichir;vt;;na kesinonu ame, do kesinoto ame
E;enrichissement;m;;wotsuikpokpo
